Name,Typ,land,Branche,Stage,Linkedin,Twitter
Nya Alpha Venture Partners,VC - Small fund,United States,"Business Development, Financial Services",Early Stage Venture,,
NYCA Partners,VC - Small fund,United States,"Technology, Financial Services","Early Stage, Early Stage: Start-up, Venture (General)",,
Oakhouse Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage",,
Off the grid Ventures,VC - Small fund,United States,"Enterprise, FinTech","Pre-Seed, Seed",,
Okapi Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
OneTen Capital,VC - Small fund,United States,"Technology, Engineering","Early Stage, Early Stage: Start-up",,
ONEVC,VC - Small fund,United States,Diversified,Early Stage,,
Orbis Capital,VC - Small fund,United States,"Consumer Discretionary, Information Technology",Early Stage: Start-up,,
Origin Ventures,VC - Small fund,United States,"Software, Digital Content, Online Marketplace","Early Stage Venture, Late Stage Venture, Seed",,
OS Fund,VC - Small fund,,"Advanced Materials, Artificial Intelligence, Bioinformatics, Biotechnology, Genetics, Life Science, Robotics",Venture (General),,
OVAL PARTNERS,VC - Small fund,United States,"Business Services, Consumer Discretionary, Industrials, Information Technology, Telecoms, Media, and Communications","Buyout, Growth",,
PALgenesis,VC - Small fund,United States,"Technology, Communications, Media, Advertising","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Parable Ventures,VC - Small fund,United States,Technology,"Seed, Early Stage",,
Parade Ventures,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed",,
Pathbreaker Ventures,VC - Small fund,United States,"Technology, Consumer Services, Business Services, Telecom Media","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Peak Ventures,VC - Small fund,United States,"Technology, Consumer Products, Retail, Financial Services, Hardware, Computer Services, Education / Training, Business Services, Marketing, Gaming","Early Stage, Early Stage: Seed",,
PeakSpan Capital,VC - Small fund,United States,"B2B, Enterprise Software, Information Technology",Early Stage Venture,,
Pear VC,VC - Small fund,United States,"Technology, Life Sciences","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Pear Ventures,VC - Small fund,United States,"Technology, Diversified","Early Stage Venture, Seed",,
Pereg Ventures,VC - Small fund,United States,"Technology, Media, Internet, Marketing, Gaming, Advertising","Early Stage, Venture (General)",,
Peterson Ventures,VC - Small fund,United States,"Clean Technology, Diversified","Early Stage Venture, Seed",,
Phyto Partners,VC - Small fund,United States,"Pharmaceuticals, Healthcare, Consumer Services, IT, Life Sciences, Biotechnology, High-Tech, Electronics, Internet, Environmental Services, Medical Instruments, Information Services, Biomedical, Logistics, Business Services, Marketing, Medical Technologies, Healthcare IT, IT Security, IT Infrastructure","Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Growth, pre-IPO, Venture (General), Venture Debt",,
Pilot Group,VC - Small fund,United States,"Digital Media, E-Commerce","Early Stage Venture, Private Equity, Seed",,
Pioneer Square Labs,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Pipeline Capital Partners,VC - Small fund,United States,"Diversified, Information Technology","Early Stage: Seed, Venture (General)",,
PivotNorth Capital,VC - Small fund,United States,Software,"Early Stage, Early Stage: Seed, Growth",,
Plus Capital,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Point Judith Capital (PJC),VC - Small fund,United States,"Energy, Hardware, Information Technology, Internet","Debt, Early Stage Venture, Late Stage Venture, Seed",,
PointGuard Ventures,VC - Small fund,United States,"Technology, Healthcare, IT, High-Tech, Software, Internet, Agriculture, Biomedical, Diversified, Education / Training, Medical Devices, Medical Technologies, Predictive Medicine, Wireless, Healthcare IT","Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Restructuring",,
PortfoLion,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Portland Seed Fund,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
Powerplant Ventures,VC - Small fund,United States,Food,"Expansion / Late Stage, Venture (General)",,
Precursor Ventures,VC - Small fund,United States,"Technology, Software, Internet","Early Stage, Early Stage: Seed",,
Presence Capital,VC - Small fund,United States,"Technology, Gaming","Early Stage, Early Stage: Start-up",,
priceline.come,VC - Small fund,United States,"Technology, Travel",Early Stage Venture,,
Primary Venture Partners,VC - Small fund,United States,"Finance, E-Commerce, SaaS",Seed,,
Progress Ventures,VC - Small fund,United States,"Media, Marketing, Technology","Debt, Early Stage Venture, Late Stage Venture, Seed",,
Project 11 Ventures,VC - Small fund,United States,"Technology, IT, Software, Internet, IT Security, IT Infrastructure","Early Stage, Early Stage: Seed",,
Promus Ventures,VC - Small fund,United States,Diversified,"Buyout, Co-Investment, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Prosper Capital,VC - Small fund,United States,"Technology, Healthcare, Consumer Products","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
PV Ventures,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Quest Venture Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
R7 Partners,VC - Small fund,United States,"Enterprise Software, Finance, Transportation",Early Stage Venture,,
Radicle,VC - Small fund,United States,"Technology, Agriculture, Food","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Radicle Impact Partners,VC - Small fund,United States,"Financial Services, Agriculture, Energy, Food",Early Stage,,
Raptor Ventures,VC - Small fund,United States,"Technology, Consumer, Sports and Media, Financial Services, Healthcare","Early Stage Venture, Late Stage Venture, Seed",,
Reach Capital,VC - Small fund,United States,"Education, Technology","Early Stage Venture, Seed",,
Red & Blue Ventures,VC - Small fund,United States,"Technology, IT, Software, Hardware, Business Services","Early Stage, Early Stage: Seed",,
Red Dog Capital,VC - Small fund,United States,"Technology, Telecoms, Healthcare, High-Tech, Software, Business Services",Early Stage: Seed,,
Red Sea Ventures,VC - Small fund,United States,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Red Swan Ventures,VC - Small fund,United States,"Consumer Products, Retail",Early Stage: Seed,,
Refactor Capital,VC - Small fund,United States,"Software, Healthcare IT","Early Stage, Early Stage: Seed, Venture (General)",,
Refinery,VC - Small fund,United States,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Venture (General)",,
Reimagined Ventures,VC - Small fund,United States,"Consumer Discretionary, Diversified, Healthcare, Information Technology","Early Stage, Venture (General)",,
Reinventure Capital,VC - Small fund,United States,"Diversified, Energy and Utilities, Healthcare","Growth, Venture (General)",,
Rembrandt Venture Partners,VC - Small fund,United States,Financial Services,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,
Remiges Ventures,VC - Small fund,United States,"Pharmaceuticals, Biotechnology, Biomedical",Early Stage,,
Renaissance Venture Capital Fund,VC - Small fund,United States,"Diversified, Healthcare, Information Technology","Early Stage: Start-up, Fund of Funds, Venture (General)",,
Resolute Capital Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Food and Agriculture, Healthcare, Industrials, telecoms, Media, and Communications","Buyout, Expansion / Late Stage, Growth, Management Buyout, Mezzanine, Recapitalisation",,
Resolute Ventures,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed",,
Resonant Venture Partners,VC - Small fund,United States,"Manufacturing, IT, Energy, IT Infrastructure","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Restless Ventures,VC - Small fund,United States,Technology,"Seed, Early Stage",,
Rethink VC,VC - Small fund,United States,"Technology, Education / Training","Early Stage, Growth, Venture (General)",,
Revel Partners,VC - Small fund,United States,"Technology, IT, Software, Internet, Marketing, Digital Media, Telecom Media, Advertising","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Richmond Global,VC - Small fund,United States,"Clean Technology, Diversified, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Growth",,
Right Side Capital Management,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Rincon Venture Partners,VC - Small fund,United States,"Business Services, Clean Technology, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Rise Capital,VC - Small fund,United States,Internet,"Early Stage, Expansion / Late Stage, Venture (General)",,
Riverwalk Capital,VC - Small fund,United States,IT,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Rivet Ventures,VC - Small fund,United States,"Consumer Discretionary, Food and Agriculture, Information Technology, Telecoms, Media, and Communications",Early Stage,,
Rock Health,VC - Small fund,United States,Healthcare IT,"Early Stage: Seed, Early Stage: Start-up",,
Romulus Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed",,
Root Ventures,VC - Small fund,United States,"Business Services, Food and Agriculture, Industrials, Information Technology, Infrastructure","Early Stage, Growth, Venture (General)",,
Rothenberg Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Router Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Rubicon VC,VC - Small fund,United States,"Business Services, Consumer Discretionary, Food and Agriculture, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
SaaStr Fund,VC - Small fund,United States,"Business Services, Information Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Sandalphon Capital,VC - Small fund,United States,"Business Services, Healthcare, Information Technology, Real Estate, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed",,
Sands Capital Ventures,VC - Small fund,United States,"Technology, Biotechnology, Software","Early Stage, Expansion / Late Stage, Growth, Venture (General)",,
Sapir Venture Partners,VC - Small fund,Israel/NYC/Boston,Technology,"Seed, Early Stage",,
Schematic Ventures,VC - Small fund,United States,"Information Technology within Supply Chain, Transportation, Manufacturing, Digital Industrial",Early Stage,,
Science,VC - Small fund,United States,"Retail, Media, Internet, Business Services, Telecom Media","Early Stage Venture, Seed",,
ScienceVest,VC - Small fund,,Healthcare Tech,"Pre-Seed, Seed",,
Scout Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Scrum Ventures,VC - Small fund,United States,"Consumer Discretionary, Food and Agriculture, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Start-up, Growth",,
Seattle Angel Fund,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Serra Ventures,VC - Small fund,United States,"Business Services, Clean Technology, Consumer Discretionary, Healthcare, Food and Agriculture, Industrials, Information Technology, Materials, Telecoms, Media, and Communication","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Seven Peaks Ventures,VC - Small fund,United States,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up",,
Seyen Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Expansion / Late Stage, Growth",,
SG VC,VC - Small fund,United States,"Technology, Financial Services, IT, Software, Internet","Early Stage, Expansion / Late Stage, Venture (General)",,
Shrug Capital,VC - Small fund,United States,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Start-up",,
Sierra Wasatch Capital,VC - Small fund,United States,"Technology, Telecoms, Media, Internet, Entertainment, Marketing, Digital Media, Telecom Media, Advertising","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Signia Ventures,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Silicon Badia,VC - Small fund,United States,Diversified,Early Stage,,
Silver Sail Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Energy and Utilities, Food and Agriculture, Individuals","Buyout, Expansion / Late Stage",,
Sinewave Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Infrastructure, Telecoms, Media, and Communications","Early Stage, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
SK Ventures,VC - Small fund,United States,FinTech,Seed Stage,,
SkyDeck Fund,VC - Small fund,United States,Information Technology,"Angel, Series A/Round 1, Unspecified Round",,
Skyline Capital Partners,VC - Small fund,United States,"Real Estate, Technology",Early Stage,,
Social Leverage,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology, Real Estate, Telecoms, Media and Communications",Early Stage: Seed,,
Sofia Fund,VC - Small fund,United States,"Business Services, Clean Technology, Consumer Discretionary, Healthcare, Information Technology, Materials, Telecoms, Media, and Communications","Early Stage, Expansion / Late Stage, Venture (General)",,
SoGal Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Information Technology",Early Stage: Start-up,,
Sonoma Brands,VC - Small fund,United States,"Consumer Products, Food",Venture (General),,
OMAR HEDEYA,VC - Small fund,Germany,"AI, Software, SaaS, Deep Tech, Digital","Seed, Series A",https://www.linkedin.com/in/omar-hedeya/,
VICTOR NAVARRO,VC - Small fund,Spain,"B2B, B2C, AI, BioTech, Enterprise Software, FinTech, Health Tech, IoT","Pre-Seed, Seed, Series A, Series B",https://www.linkedin.com/in/victornavarrogarcia/,
